"artifactNumber","ObjectName","GeneralDescription","model","SerialNumber","Manufacturer","ManuCountry","ManuProvince","ManuCity","BeginDate","EndDate","date_qualifier","patent","NumberOfComponents","ArtifactFinish","ContextCanada","ContextFunction","ContextTechnical","group1","category1","subcategory1","group2","category2","subcategory2","group3","category3","subcategory3","material","Length","Width","Height","Thickness","Weight","Diameter","image","thumbnail"
"1966.0171.001","Valve gear model","WOOD BASE/ METAL","","","GRAND TRUNK WESTERN RWY","United States of America","","","1930","","circa","","1","BASE PAINTED BLACK/ BLACK AND GREY PAINTED VALVE GEAR WITH WHITE PARTS","USED EXTENSIVELY IN EUROPE & IN NORTH AMERICA FROM 1890 ON.","USED TO DEMONSTRATE VALVE EVENTS - VALVE GEARS ARE THE MECHANISM THAT TRANSMIT MOTION TO THE VALVES, WHICH ADMIT STEAM TO & EXHAUST IT FROM THE CYLINDERS (1).","INVENTED IN 1843 BY ECIDE WALSCHAERTS, & NEXT TO STEPHENSON GEAR, THE MOST COMMONLY USED VALVE GEAR ON STEAM LOCOMOTIVES.","Railway Transportation","Models","","","","","","","","wood~metal","149.5 cm","30.3 cm","81.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0171.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0171.001.aa.cs.thumb.png"
"1966.0172.001","Engine, diesel","METALS, INCLUDING STEEL, CHROME-NICKEL, ALUMINUM ALLOY & STAINLESS STEEL/ ENGINE MOUNTED ON A WOOD BASE","6/1","107","Beardmore, Wm. & Co. Ltd.","Scotland","","Glasgow","1925","","circa","PATENTED 1925","1","PAINTED BLACK & GREY/ WOOD UNFINISHED.","POWERED CN'S OIL (DIESEL) ELECTRIC RAIL CAR #15820 WHICH MADE A RECORD BREAKING RUN FROM MONTREAL TO VANCOUVER (2937 MILES) IN 67 HOURS WITHOUT SHUTTING DOWN","","","Railway Transportation","Motive power","Parts & accessories","","","","","","","metal","105.0 cm","96.0 cm","154.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0172.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0172.001.aa.cs.thumb.png"
"1966.0173.001","Winch","CAST IRON","PRINCE EDWARD ISLAND, SS/N","","Clarke Chapman & Co.","England","","Gateshead","","","","","1","PAINTED BLACK","","","","Marine Transportation","Vessel parts","","","","","","","","metal->iron","180.0 cm","168.0 cm","158.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0173.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0173.001.aa.cs.thumb.png"
"1966.0174.001","Governor","METAL- SOME BRASS PARTS","M","2123","LOMBARD GOVERNOR CO.","United States of America","Massachusetts","Ashland","1909","","after","PATENTED OCT. 31, 1893, AUG. 14, 1896, FEB. 5, 1895, AUG. 3, 1897, NOV. 30, 1897, MAR. 18, 1902, OCT 20, 1903, FEB 16, 1904, APR. 11, 1905, NOV. 21, 1905, MAY 29, 1906, AUG. 14, 1906, JAN. 7, 1908, AUG. 17, 1909, *","1","SOME PARTS PAINTED YELLOW","","","","Industrial Technology","Power sources","Parts","","","","","","","metal->brass","165.0 cm","54.0 cm","174.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0174.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0174.001.aa.cs.thumb.png"
"1966.0175.001","Splitter, leather","METAL WITH SYNTHETIC PARTS/ METAL TABLE WITH SYNTHETIC COVERED WOOD TOP/ MUSLIN CLOTH BAG","BH-1","85001","HART","Netherlands","","Rotterdam","","","","","1","PAINTED GREY & BLACK WITH PLATED PARTS/ BROWN AND BLACK PARTS & POWER CORDS/ GREEN TABLE COVERING/ GREY PAINTED SWITCH BOX & TABLE LEGS/ UNBLEACHED MUSLIN","","","","Industrial Technology","Tools & equipment-trades","Shoemaker","","","","","","","metal~synthetic~wood~fibre","121.0 cm","51.0 cm","114.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0175.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0175.001.aa.cs.thumb.png"
"1966.0176.001","Rail section","METAL","B W & S","","Cammell","","","","1886","","","","1","","","","","Railway Transportation","Operations","Track equipment","","","","","","","metal","57.5 cm","16.5 cm","12.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0176.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0176.001.aa.cs.thumb.png"
"1966.0177.001","Rail section","METAL","","","Unknown","Unknown","","","","","","","1","","","","","Railway Transportation","Operations","Track equipment","","","","","","","metal","25.5 cm","13.7 cm","15.3 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0177.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0177.001.aa.cs.thumb.png"
"1966.0178.001","Engine, steam","ALL METAL","","122","Goldie & McCulloch","Canada","Ontario","Galt","","","","","4","PAINTED GREY ?/ BLACK PAINTED PARTS/ METALLIC PARTS","GOLDIE-MCCULLOCH (NOW BABCOCK-WILCOX CANADA) WAS CANADA'S MAJOR BUILDER OF STEAM PRIME MOVERS. This steam engine came from the power house of the former Union Station in Ottawa.","INDUSTRIAL PRIME MOVER","THIS ENGINE IS A JEROME WHEELOCK DESIGN, PERHAPS BUILT UNDER LICENSE. This steam engine might have been used to drive the air compressor that was acquired at the same time. (Ref.1)","Industrial Technology","Power sources","Steam","","","","","","","metal","411.0 cm","120.0 cm","189.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0178.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0178.001.aa.cs.thumb.png"
"1966.0178.002","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","",""
"1966.0178.003","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","",""
"1966.0178.004","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","",""
"1966.0179.001","Engine, marine","METAL/ SYNTHETIC PARTS","TSS28","23824","GAR WOOD INC.","United States of America","Michigan","Detroit","","","","","1","PAINTED RED ENAMEL/ METALLIC & PLATED PARTS","","","","Marine Transportation","Motive power","","","","","","","","metal~synthetic","228.0 cm","117.0 cm","140.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0179.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0179.001.aa.cs.thumb.png"
"1966.0180.001","Snowblower","METAL/ WOOD PARTS/ SYNTHETIC SEATS & PARTS/ RUBBER TIRES","","","SICARD CO.","Canada","Québec","Montréal","1926","","","CANADIAN PATENT 391044 SEPT. 3, 1940, 373304 APRIL 19, 1938 (IN SUPP. INFO.).","1","PAINTED YELLOW/ BLACK SEATS","FIRST PRODUCTION SNOWBLOWER FROM SICARD.","","THE SICARD CO. WAS A PIONEER IN THE DEVELOPMENT OF SNOW CLEARING EQUIPMENT.","Industrial Technology","Civil engineering","","","","","","","","metal->~wood->~synthetic->~resin->rubber","695.0 cm","143.0 cm","300.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0180.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0180.001.aa.cs.thumb.png"
"1966.0181.001","Engine, marine","METAL/ SYNTHETIC/ GLASS","DR.5","122177","Crossley Bros.","England","","Openshaw","","","","PATENT NOS. 227084, 397998, 399265, 401765 & (?)395846","1","PAINTED RED/ BLACK PARTS","","","","Marine Transportation","Motive power","","","","","","","","metal~synthetic~glass","380.0 cm","157.0 cm","170.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0181.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0181.001.aa.cs.thumb.png"
"1966.0182.001","Outboard motor","ALL METAL CONSTRUCTION/ FABRIC COVERED CORDS","ELECTROL B612-4TS-PG5","A-8837","LEJAY MFG. CO.","United States of America","Minnesota","Minneapolis","","","","","1","SILVER METAL CASING","","USED TO POWER SMALL MARINE CRAFT WHEN TROLLING","","Marine Transportation","Motive power","Outboard engines","","","","","","","metal~fibre","31.8 cm","12.7 cm","88.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0182.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0182.001.aa.cs.thumb.png"
"1966.0184.001","Washer, wringer","","32/ DELCO (MOTOR)","4010/ 1655? (MO","Easy Washing Machine Co. Ltd.","Canada","Ontario","Toronto","","","","","2","","","","","Domestic Technology","Laundry","Washing","","","","","","","","64.5 cm","59.0 cm","122.2 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0184.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0184.001.aa.cs.thumb.png"
"1966.0184.002","Lid","","","","Easy Washing Machine Co. Ltd.","Canada","Ontario","Toronto","","","","","2","","","","","Domestic Technology","Laundry","Washing","","","","","","","","","49.5 cm","8.0 cm","","","","",""
"1966.0185.001","Outboard motor","STEEL/ ALUMINUM (?)/ PLASTIC, RUBBER","BIG TWIN","2003-63102","EVINRUDE MOTORS","Canada","Ontario","Peterborough","1952","","circa","","1","SILVER-COLOURED FLYWHEEL/ BLUE STEERING ARM, CLAMP & DRIVESHAFT HOUSING/ WHITE PROPELLER/ BLACK PLASTIC GRIP ON ARM","","BOAT PROPULSION","","Marine Transportation","Motive power","Outboard engines","","","","","","","metal->steel~metal->aluminum - possible~resin->rubber~synthetic->plastic","52.5 cm","35.0 cm","129.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0185.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0185.001.aa.cs.thumb.png"
"1966.0186.001","Outboard motor","STEEL","NEPTUNE 1A38","E 4877","MUNCIE GEAR WORKS","United States of America","Indiana","Muncie","1950","1960","between","","1","GAS TANK PAINTED RED","","BOAT PROPULSION","","Marine Transportation","Motive power","Outboard engines","","","","","","","metal->steel","35.0 cm","16.0 cm","86.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0186.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0186.001.aa.cs.thumb.png"
"1966.0187.001","Oiler","TIN (?)","","","General Steel Wares Ltd.","Canada","Ontario","Hamilton","","","","","1","COPPER COLOURED FINISH","","USED TO MEASURE AND DISPENCE OIL PURCHASED IN BULK CONTAINERS.","","Motorized Ground Transportation","Servicing","","","","","","","","metal->tin - possible","35.0 cm","13.7 cm","28.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0187.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0187.001.aa.cs.thumb.png"
"1966.0188.001","Thermobarograph","METALS, INCLUDING BRASS","","R/5398","Negretti & Zambra","England","","London","","","","","1","POLISHED BRASS FINISH ON TOP & 3 SIDES","A BRITISH MADE INSTRUMENT USED BY A CANADIAN MUNICIPALITY IN ITS PUBLIC WORKS ACTIVITIES","AN INSTRUMENT THAT MEASURES & RECORDS ATMOSPHERIC TEMPERATURE & PRESSURE BY MEANS OF THEIR EFFECT ON A BIMETAL SENSOR & A SET OF ANEROID CHAMBERS RESPECTIVELY","A COMBINATION INSTRUMENT, IN WHICH THE BAROMETER MECHANISM IS FORMED BY A SET OF ANEROIDS WHICH OPERATE A PEN ARM BY THE USUAL LINK & LEVER PRINCIPLE. THE BIMETALLIC SPIRAL COIL TEMPERATURE SENSOR IS MOUNTED SO THAT THE CENTRE IS ABOVE THE BAROMETER & THE TWO RECORDS ARE ONE ABOVE THE OTHER & SYNCHRONIZED ON THE CHART.","Meteorology","Combination instruments","Recorders","","","","","","","metal->brass","34.0 cm","18.0 cm","30.2 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0188.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0188.001.aa.cs.thumb.png"
"1966.0189.001","Photograph","PAPER/ GLASS & WOOD FRAME","BERSIMIS","","Collingwood Shipyard","Canada","Ontario","Collingwood","","","","","1","B & W PHOTO PLACED AGAINST MEDIUM BLUE MATT/ WOODEN FRAME PAINTED BLACK","","DEPICTS STEAM TUG "BERSIMIS"","","Marine Transportation","Archives","","","","","","","","paper~glass~wood","37.7 cm","30.0 cm","1.8 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0189.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0189.001.aa.cs.thumb.png"
"1966.0190.001","Vacuum tube","GLASS/ METAL/ BAKELITE/ CARDSTOCK","RAC3","","MYERS, E.B. CO. LTD.","Canada","Québec","Montréal","1920","1928","circa","CANADA: 299,182~ 229,183~ 229,184","1","ONE BLACK CAP AND ONE WINE CAP/ UNCOLOURED GLASS/ BEIGE BOX WITH RED & BLACK PRINTING","THIS TUBE TYPE WAS ORIGINALLY MADE IN THE US IN JERSEY CITY, NJ, BUT AS IT INFRINGED OTHER THREE ELEMENT TUBE PATENTS, SPECIAL PATENTS WERE TAKEN OUT BY MYERS IN CANADA AND MANUFACTURE OF THIS TUBE CEASED IN THE US","USED TO DETECT, AMPLIFY OR OSCILLATE RADIO WAVES IN A RADIO RECEIVER","WIDE SEPARATION OF THE GRID AND ANONDE LEADS TENDED TO PROVIDE LOW DIRECT CAPITANCE, WHICH MADE THE TUBE USABLE AT HIGHER FREQ. THAN SINGLE-ENDED TUBES","Vacuum Tubes","Receiving","Triode","","","","","","","glass->~metal->~synthetic->bakelite~paper","8.7 cm","1.9 cm","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0190.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0190.001.aa.cs.thumb.png"
"1966.0191.001","Plaque, commemorative","LACQUERED BRASS MEDALLION/ MAHOGANY BASE/ FELT LINER","ST. LAWRENCE HYDRO-ELECTRIC POWER","","MEDALLIC ART CO.","United States of America","New york","New york","1959","","circa","","1","POLISHED BROWN MAHOGANY BASE/ BASE LINED WITH BLACK FELT","PLAQUE COMMEMORATES JOINT 1959 HYDRO ELECTRIC PROJECT OF NEW YORK STATE, USA AND HYDRO ELECTRIC POWER COMMISSION OF ONTARIO, CANADA","COMMEMORATES THE ST.LAWRENCE HYDRO-ELECTRIC POWER PROJECT","","Energy-electric","Commemorative","Memorabilia","","","","","","","metal->brass~wood->mahogany~fibre->felt","10.4 cm","8.0 cm","14.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0191.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0191.001.aa.cs.thumb.png"
"1966.0193.001","Computer","METALS~ RUBBER~ PLASTICS~ GLASS~ FABRIC","DRTE DIRTY GERTIE","PROTOTYPE","DRTE","Canada","Ontario","Shirleys bay","1958","1962","between","CDN PATS: 584,379 (1959)~ 606,104 (1960)~ 636,768~ 642,113~ 641,431~ 651,977 (ALL 1962)~BRITISH PATS: 781,222~ 871,787 (1957)~ 888,590 (1959)~U.S. PATS: 2,896,094 (1959)~ 2,995,733 (1961)~ 3,030,525 (LIST IN S.I)","1","GREY METAL CABINET HAS DESK LIKE APPEARANCE~ GREEN LEATHERETTE - TEXTURED COVERING GLUED TO DESK-TOP SURFACES","POSSIBLY FIRST TRANSISTORIZED COMPUTER DESIGNED & BUILT IN CANADA. EXPERTISE IN TRANSISTOR TECHNOLOGY IT GENERATED LATER ENABLED DEVELOPMENT OF RELIABLE CIRCUITRY FOR CANADIAN SATELLITES. IT WAS USED FOR COMPUTING AT DRTE & FOR PROCESSING DATA FROM OTHER CANADIAN SCIENTIFIC ENDEAVOURS SUCH AS ALOUETTE, CANADA'S FIRST SATELLITE, & AURORA EXPERIMENTS AT PRINCE ALBERT RADAR LAB.","PROGRAMMABLE MACHINE THAT ACCEPTS & PROCESSES DATA. ORIGINALLY DESIGNED & BUILT BY GOVERNMENT DEFENSE RESEARCH AGENCY AS MEANS OF INVESTIGATING TRANSISTOR TECHNOLOGY, IT WAS USED ALSO FOR RESEARCH IN COMPUTER SCIENCE & AS COMPUTER TO PROCESS DATA FROM OTHER INTERNAL & EXTERNAL SCIENTIFIC ENDEAVOURS.","ONE-OF-A-KIND COMPUTER, NEVER PRODUCED COMMERCIALLY. IT WAS INNOVATIVE FOR ITS TIME, WITH SEVERAL NOVEL CONCEPTS SUCH AS NEW FORM OF TRANSISTORIZED FLIP-FLOP (P-N-P-N) CIRCUITRY, HARDWARE INSTEAD OF SOFTWARE DECIMAL-TO-BINARY & BINARY-TO-DECIMAL (DBBD) CONVERTER, & UNIQUE CORE MEMORY. SEVERAL PATENTS WERE TAKEN OUT BY CANADIAN GOV'T (SEE PATENTS).","Computing Technology","Digital computing devices","Mainframe general purpose computers","Space Technology","Space science","Ground equipment","","","","metal->~resin->rubber~glass~fibre","220.0 cm","121.0 cm","136.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0193.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0193.001.aa.cs.thumb.png"
"1966.0195.001","Sextant","ALUMINUM, BAKELITE, GLASS & RUBBER","6B/218 BUBBLE SEXTANT MK.1X A","12230/42","Unknown","Unknown","","","1938","","after","BRITISH PATENTS 480112, 490621 & OTHERS PENDING","5","HAS A BLACK CRINKLE FINISH","USED BY ALL RCAF NAVIGATORS IN WWII AND SUBSEQUENTLY.","NAVIGATION INSTRUMENT","","Aviation","Aircraft instruments","","","","","","","","metal->aluminum~synthetic->bakelite~glass","25.0 cm","16.2 cm","19.2 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0195.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0195.001.aa.cs.thumb.png"
"1966.0195.002","Cord, electrical","","","7178/42","Unknown","Unknown","","","","","","BRITISH PATENTS 480112, 490621 & OTHERS PENDING","5","","","","","Aviation","Aircraft instruments","","","","","","","","","12.5 cm","","","","","3.5 cm","",""
"1966.0195.003","Tube, battery","","","","Unknown","Unknown","","","","","","BRITISH PATENTS 480112, 490621 & OTHERS PENDING","5","","","","","Aviation","Aircraft instruments","","","","","","","","","9.7 cm","","","","","3.0 cm","",""
"1966.0195.004","Tube, battery","","","","Unknown","Unknown","","","","","","BRITISH PATENTS 480112, 490621 & OTHERS PENDING","5","","","","","Aviation","Aircraft instruments","","","","","","","","","9.7 cm","","","","","3.0 cm","",""
"1966.0195.005","Case, sextant","","","","Unknown","Unknown","","","","","","BRITISH PATENTS 480112, 490621 & OTHERS PENDING","5","","","","","Aviation","Aircraft instruments","","","","","","","","","28.0 cm","20.4 cm","24.5 cm","","","","",""
"1966.0196.001","Sextant","ALUMINUM, BAKELITE, GLASS & RUBBER","BUBBLE SEXTANT MK.IX FM","2409","Kelvin & Hughes Ltd.","England","","","1938","","after","BRITISH PATENTS 480112, 490621 & OTHERS PENDING","5","HAS A BLACK CRINKLE FINISH","","NAVIGATION INSTRUMENT","","Aviation","Aircraft instruments","","","","","","","","metal->aluminum~synthetic->bakelite~resin->rubber","25.0 cm","16.2 cm","19.2 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0196.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0196.001.aa.cs.thumb.png"
"1966.0196.002","Cord, electrical","","","","Kelvin & Hughes Ltd.","England","","","1938","","after","BRITISH PATENTS 480112, 490621 & OTHERS PENDING","5","","","","","Aviation","Aircraft instruments","","","","","","","","","12.5 cm","","","","","3.5 cm","",""
"1966.0196.003","Tube, battery","","","","Kelvin & Hughes Ltd.","England","","","1938","","after","BRITISH PATENTS 480112, 490621 & OTHERS PENDING","5","","","","","Aviation","Aircraft instruments","","","","","","","","","9.7 cm","","","","","3.0 cm","",""
"1966.0196.004","Tube, battery","","","","Kelvin & Hughes Ltd.","England","","","1938","","after","BRITISH PATENTS 480112, 490621 & OTHERS PENDING","5","","","","","Aviation","Aircraft instruments","","","","","","","","","9.7 cm","","","","","3.0 cm","",""
"1966.0196.005","Case, sextant","","","","Kelvin & Hughes Ltd.","England","","","1938","","after","BRITISH PATENTS 480112, 490621 & OTHERS PENDING","5","","","","","Aviation","Aircraft instruments","","","","","","","","","28.3 cm","20.0 cm","25.5 cm","","","","",""
"1966.0197.001","Disk, music box","METAL","Geschichien aus dem Wiener Wald.Waltzer, von J. Strauss, No. 3335","","SYMPHONION MUSIKWERKE","Germany","","","","","",""PATENTED 3335/ BREVETE/ S.G.D.G."","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.001.aa.cs.thumb.png"
"1966.0197.002","Disk, music box","METAL","La Paloma (The dove)","","SYMPHONION MUSIKWERKE","Germany","","","","","","","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.002.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.002.aa.cs.thumb.png"
"1966.0197.003","Disk, music box","METAL","Die Klavier???en, Nocturne, von Lefebure-Wely,  No.3040","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENT BREVETE S.G.D.G. PATENTED","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.003.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.003.aa.cs.thumb.png"
"1966.0197.004","Disk, music box","METAL","Faust Waltzer, von Gounod, No. 3159","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENT BREVETE S.G.D.G. PATENTED","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.004.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.004.aa.cs.thumb.png"
"1966.0197.005","Disk, music box","METAL","Home sweet home, No. 3017","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENT BREVETE S.G.D.G. PATENTED","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.005.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.005.aa.cs.thumb.png"
"1966.0197.006","Disk, music box","METAL","Rheinlander, von L. Andre, No. 3157","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENT BREVETE S.G.D.G. PATENTED","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.006.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.006.aa.cs.thumb.png"
"1966.0197.007","Disk, music box","METAL","Marsch, von Donizetti, No. 3075","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENT BREVETE S.G.D.G. PATENTED","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.007.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.007.aa.cs.thumb.png"
"1966.0197.008","Disk, music box","METAL","Chorus of the pilgrims from the opera Tannhauser, von R. Wagner, No. 3143","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENT BREVETE S.G.D.G. PATENTED","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.008.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.008.aa.cs.thumb.png"
"1966.0197.009","Disk, music box","METAL","Portuguese hymn of the constitution, No. 3076","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENT BREVETE S.G.D.G. PATENTED","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.009.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.009.aa.cs.thumb.png"
"1966.0197.010","Disk, music box","METAL","Die Marseillaise von R. de l'Isle, 3011","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENTED (3011) BRIVETE S.G.D.G","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.010.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.010.aa.cs.thumb.png"
"1966.0197.011","Disk, music box","METAL","Thaler weit, o Hohen, Lied von Mendelssohn, No. 3113","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENT BREVETE S.G.D.G. PATENTED","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.011.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.011.aa.cs.thumb.png"
"1966.0197.012","Disk, music box","METAL","Intermezzo from Cavalliera rusticana von P. Mascagni, No. 3362","","SYMPHONION MUSIKWERKE","Germany","","","","","","PATENTED (3362) BRIVETE S.G.D.","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.012.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.012.aa.cs.thumb.png"
"1966.0197.013","Disk, music box","METAL","On the Rhine I think of thee, Waltz von A. Keler-Bela, No. 3266","","SYMPHONION MUSIKWERKE","Germany","","","","","","Brevete PATENT S.G.D.G. PATENTED","16","BROWN & GOLD LACQUER","","TO PRODUCE TUNE BY MECHANICAL MEANS WHEN INSERTED IN APPROPRIATE TYPE OF MUSIC BOX.","","Communications","Music","Media","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.013.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0197.013.aa.cs.thumb.png"
